Word           Frequency      Posting List   
unfilt         1              [(1, 8953)]    

ungass         1              [(2, 9574)]    

unicod         2              [(2, 1771), (2, 15401)]

unit           4              [(1, 6583), (2, 12695), (2, 12712), (2, 21433)]

univers        12             [(1, 13808), (1, 14405), (1, 14728), (1, 15420), (1, 15815), (2, 15888), (2, 16343), (2, 16494), (2, 18007), (2, 18425), (2, 22517), (2, 22752)]

unprun         1              [(1, 6431)]    

until          2              [(1, 2043), (2, 2836)]

unviabl        1              [(2, 10674)]   

up             9              [(1, 7567), (1, 13631), (2, 2468), (2, 2784), (2, 3246), (2, 3272), (2, 10007), (2, 14672), (2, 14738)]

upon           1              [(2, 9382)]    

upperi         1              [(2, 12525)]   

us             3              [(1, 12381), (1, 17115), (2, 11805)]

usa            1              [(1, 15839)]   

usag           1              [(2, 24614)]   

usda           1              [(1, 15973)]   

use            33             [(1, 669), (1, 1038), (1, 2511), (1, 6706), (1, 8293), (1, 8609), (1, 8684), (1, 11054), (1, 14668), (1, 16452), (2, 144), (2, 170), (2, 936), (2, 989), (2, 1784), (2, 3973), (2, 5055), (2, 5621), (2, 5855), (2, 6486), (2, 11721), (2, 12466), (2, 12746), (2, 13056), (2, 13280), (2, 13572), (2, 13681), (2, 13892), (2, 14272), (2, 14396), (2, 15370), (2, 15425), (2, 19858)]

usual          5              [(1, 8472), (1, 11160), (2, 307), (2, 727), (2, 6114)]

utin           1              [(2, 24825)]   

v              8              [(1, 17400), (1, 17453), (2, 23670), (2, 24297), (2, 24581), (2, 24599), (2, 24631), (2, 24834)]

valen          1              [(1, 12689)]   

valmayor       2              [(2, 5590), (2, 24282)]

valu           3              [(1, 8177), (1, 13670), (2, 11611)]

van            4              [(1, 11996), (1, 12685), (1, 16692), (2, 18030)]

vanir          1              [(1, 2352)]    

vari           2              [(1, 6320), (2, 13820)]

variabl        1              [(2, 269)]     

variant        2              [(1, 17731), (2, 24888)]

varieti        5              [(1, 2543), (1, 4723), (1, 16444), (2, 2293), (2, 11301)]

variou         5              [(1, 653), (1, 8514), (1, 8985), (1, 9332), (2, 12753)]

vascan         1              [(1, 17649)]   

vascular       2              [(1, 11312), (2, 15808)]

vast           1              [(2, 8123)]    

veget          1              [(1, 15352)]   

vegetarian     1              [(1, 12425)]   

velasco        1              [(1, 12237)]   

velutina       1              [(2, 1088)]    

ventricosa     1              [(2, 21156)]   

ventricosum    1              [(2, 1199)]    

veri           4              [(1, 5765), (1, 6448), (1, 6516), (2, 6093)]

verif          1              [(1, 7611)]    

verlag         1              [(2, 21814)]   

via            1              [(2, 3704)]    

viabl          1              [(2, 9207)]    

vicent         1              [(1, 16541)]   

view           3              [(1, 17197), (1, 17739), (2, 24896)]

vii            1              [(1, 3654)]    

vijayawada     1              [(2, 12874)]   

vinegar        1              [(1, 8969)]    

viru           2              [(2, 1617), (2, 11497)]

vm             1              [(2, 18027)]   

volum          4              [(1, 11645), (1, 12645), (1, 15751), (1, 16566)]

voort          1              [(1, 16699)]   

vrydagh        1              [(2, 18056)]   

vulner         2              [(2, 8537), (2, 10830)]

w              8              [(1, 13448), (1, 14465), (1, 15504), (1, 16361), (2, 18039), (2, 20973), (2, 21844), (2, 23123)]

wa             15             [(1, 781), (1, 1873), (1, 2320), (1, 2886), (1, 3024), (1, 3225), (1, 3310), (1, 3365), (1, 4059), (1, 8092), (1, 10836), (1, 11058), (2, 10167), (2, 11050), (2, 14721)]

wagen          1              [(1, 7270)]    

wale           1              [(1, 10707)]   

wallingford    1              [(1, 13879)]   

warkentin      1              [(2, 15859)]   

warrington     1              [(1, 14633)]   

washington     4              [(1, 12812), (1, 14985), (1, 15677), (1, 16053)]

wast           2              [(2, 14177), (2, 23625)]

water          5              [(1, 8256), (2, 11684), (2, 11766), (2, 13460), (2, 23581)]

waterhous      1              [(2, 20829)]   

waterproof     1              [(2, 13254)]   

watson         2              [(2, 17933), (2, 22387)]

way            2              [(1, 8521), (2, 12813)]

wayn           2              [(2, 15483), (2, 15490)]

wb             2              [(2, 19588), (2, 19813)]

we             2              [(1, 2652), (2, 22686)]

wealth         1              [(1, 4212)]    

wealthi        1              [(1, 7188)]    

weaver         1              [(1, 14173)]   

web            1              [(1, 14821)]   

wed            2              [(1, 3043), (1, 3119)]

week           2              [(1, 7489), (2, 10013)]

weigh          2              [(1, 8315), (2, 3376)]

well           1              [(1, 2000)]    

wendi          1              [(1, 11254)]   

went           2              [(1, 5384), (2, 14667)]

were           11             [(1, 482), (1, 2017), (2, 569), (2, 4033), (2, 4119), (2, 4140), (2, 7020), (2, 7098), (2, 7710), (2, 7753), (2, 10288)]

west           3              [(2, 3645), (2, 5152), (2, 16034)]

western        1              [(2, 7688)]    

what           3              [(1, 3569), (1, 4296), (2, 2220)]

when           8              [(1, 6376), (1, 7494), (1, 8820), (2, 2549), (2, 2663), (2, 7220), (2, 9526), (2, 12316)]

where          5              [(1, 389), (1, 5783), (2, 8309), (2, 9288), (2, 12474)]

whether        1              [(1, 9685)]    

whi            1              [(1, 10785)]   

which          30             [(1, 717), (1, 2011), (1, 2196), (1, 5493), (1, 5665), (1, 6458), (1, 8934), (1, 9219), (1, 9578), (2, 93), (2, 590), (2, 794), (2, 2486), (2, 2773), (2, 3465), (2, 3529), (2, 4819), (2, 5673), (2, 6046), (2, 6280), (2, 6313), (2, 6565), (2, 9761), (2, 10816), (2, 11044), (2, 11229), (2, 12001), (2, 12134), (2, 12161), (2, 14151)]

while          5              [(1, 11024), (2, 8805), (2, 10535), (2, 13977), (2, 14400)]

who            3              [(1, 2316), (1, 9892), (2, 8389)]

whole          3              [(1, 8365), (2, 195), (2, 2975)]

wicker         1              [(2, 16894)]   

wide           6              [(1, 1374), (1, 5683), (1, 7817), (2, 2288), (2, 7719), (2, 8716)]

widen          1              [(2, 2416)]    

wider          1              [(2, 5752)]    

wikipedia      2              [(1, 10), (2, 12)]

wild           16             [(1, 398), (1, 841), (1, 1438), (1, 1475), (1, 1518), (1, 1806), (1, 12133), (1, 17596), (2, 373), (2, 1898), (2, 2039), (2, 5510), (2, 5974), (2, 8762), (2, 8822), (2, 11296)]

wildalmati     1              [(1, 17576)]   

wiley          1              [(1, 11684)]   

wileyvch       1              [(2, 21805)]   

wilhelm        1              [(2, 21675)]   

will           7              [(1, 3489), (1, 6438), (1, 6800), (1, 6927), (1, 10489), (2, 2913), (2, 3041)]

william        5              [(1, 12528), (1, 14364), (1, 15169), (1, 15406), (2, 20643)]

wilt           4              [(2, 1637), (2, 11559), (2, 20930), (2, 21136)]

wind           2              [(1, 13851), (2, 8564)]

winesap        1              [(1, 7244)]    

winni          1              [(2, 21838)]   

winsborough    1              [(2, 17844)]   

winter         1              [(1, 7223)]    

with           47             [(1, 784), (1, 1299), (1, 1367), (1, 2311), (1, 3537), (1, 5068), (1, 5192), (1, 5290), (1, 5558), (1, 5804), (1, 6109), (1, 6121), (1, 6138), (1, 6234), (1, 6839), (1, 7398), (1, 7704), (1, 7730), (1, 8095), (1, 8149), (1, 9056), (1, 10064), (1, 15320), (2, 328), (2, 1910), (2, 2051), (2, 3267), (2, 4384), (2, 5390), (2, 6072), (2, 7171), (2, 7892), (2, 8852), (2, 9448), (2, 9929), (2, 10530), (2, 11928), (2, 12013), (2, 12554), (2, 12839), (2, 13085), (2, 13132), (2, 13861), (2, 20002), (2, 20906), (2, 23612), (2, 24100)]

within         1              [(1, 6267)]    

without        3              [(1, 1653), (1, 7580), (2, 10018)]

woman          1              [(2, 15080)]   

wont           1              [(2, 14800)]   

word           3              [(2, 3613), (2, 15495), (2, 15883)]

work           3              [(1, 10800), (1, 13539), (2, 5575)]

world          22             [(1, 1930), (1, 2759), (1, 5445), (1, 8043), (1, 8067), (1, 8120), (1, 17209), (2, 535), (2, 6351), (2, 8141), (2, 8232), (2, 8470), (2, 9734), (2, 10115), (2, 10130), (2, 10220), (2, 10275), (2, 16547), (2, 17983), (2, 18584), (2, 18806), (2, 19504)]

worldwid       2              [(1, 753), (2, 624)]

worship        1              [(2, 14406)]   

worthington    1              [(1, 15177)]   

wu             1              [(2, 16083)]   

wulf           1              [(2, 23105)]   

ww             1              [(1, 15079)]   

x              1              [(1, 11844)]   

xanthomona     3              [(2, 21060), (2, 21176), (2, 21342)]

xiuzhu         1              [(1, 16685)]   

y              1              [(2, 21846)]   

yarn           1              [(2, 13845)]   

ye             1              [(2, 22683)]   

year           9              [(1, 470), (1, 5847), (1, 6635), (1, 6684), (1, 6829), (1, 6973), (1, 7575), (2, 10715), (2, 11377)]

yearround      2              [(1, 5885), (2, 8950)]

yellow         3              [(1, 4947), (2, 5829), (2, 6120)]

yelo           1              [(2, 12442)]   

yepsen         1              [(1, 15052)]   

yet            1              [(1, 10373)]   

yield          6              [(1, 4613), (1, 4885), (1, 6334), (1, 7015), (1, 9201), (2, 13839)]

yiguro         1              [(2, 21119)]   

york           7              [(1, 15074), (1, 15834), (1, 15922), (2, 17993), (2, 18594), (2, 18816), (2, 23295)]

yorker         2              [(2, 7518), (2, 18684)]

you            7              [(1, 3470), (1, 3481), (2, 7356), (2, 8638), (2, 11523), (2, 14805), (2, 14855)]

youll          1              [(1, 10868)]   

young          2              [(2, 2165), (2, 15074)]

your           3              [(1, 3523), (1, 3552), (1, 13634)]

yu             1              [(1, 16682)]   

yuak           1              [(2, 12982)]   

yue            1              [(1, 16726)]   

zara           1              [(2, 23454)]   

zealand        1              [(2, 19229)]   

zeller         1              [(2, 18103)]   

zero           1              [(1, 6671)]    

zharkikh       1              [(1, 12247)]   

zhixi          1              [(1, 16720)]   

μg             2              [(1, 8204), (1, 8207)]

